english,rohingya,word_type,category
strength,taakot,n.,general
strength,kuwot,n.,general
strength,zur,n.,general
strength,bol,n.,general
strength,coktí,n.,general
strengthen,mozbut goré,v.,general
strengthen,doró goré,v.,general
strengthening,mozbut gorér,v.,general
strengthening,doró gorer,v.,general
strenuous,bodiyafore,adj.,general
strenuous,zurdiyaforedé,adj.,general
stress,sab,n.,general
stress,sabfora,n.,general
stress,sinta,n.,general
stress,daaba,n.,general
stress,estrés,n.,general
stressed,zur diyé,v.,general
stressed,hóran óiye,v.,general
stressed,matá hóraf óiye,v.,general
stressed,thencén,v.,general
stressed,zobór óiye,v.,general
stressed,daba óiye,v.,general
stressed,daba dháille,v.,general
stressed,zurdiya giyé thencén diyagiye,v.,general
stressed,zobór diya giyé,v.,general
stressful,sabdiya,adj.,general
stressful,dilor daaba ola,adj.,general
stressful,estrés óla,adj.,general
stretch,than,v.,general
stretch,thane,v.,general
stretch,séra,v.,general
stretch,bila,v.,general
stretcher,háiththa,n.,general
stretcher,biraimma loizade háiththa,n.,general
strict,hora,adj.,general
strict,soktó,adj.,general
strictly,hora gorí,adv.,general
strictly,soktí gorí,adv.,general
striking,bari marer,v.,general
striking,hórotal gorér,v.,general
strings,lofzó,n.,general
strings,leká,n.,general
strings,fúñta ókkol,n.,general
strive,kucúc gor,v.,general
strive,mehénnot gor,v.,general
strive,juddu jihát gor,v.,general
strong,doró,adj.,general
strong,mozbut,adj.,general
strong,soktó,adj.,general
strong,fakka,adj.,general
stronger,bicí doró,adj.,general
stronger,bicí mozbut,adj.,general
strongest,ebbre soktó,adj.,general
strongest,sóbse sokó,adj.,general
strongest,ebbre doró,adj.,general
strongest,sóbse doró,adj.,general
struck,mara,n.,general
structure,hák,n.,general
structure,gaar hák,n.,general
structure,banawath,n.,general
struggle,mehénnot goré,v.,general
struggle,dukgoré,v.,general
struggle,kucícgoré,v.,general
struggle,jihádgoré,v.,general
struggle,joddujihád goré,v.,general
stubborn,zittulla,adj.,general
stubborn,zitola,adj.,general
student,forínna fua,n.,general
student,fonnáforóya,n.,general
studio,estudhiou,n.,general
studio,kulluk maijja zaga,n.,general
study,fonnáfor,v.,general
study,mutaálagor,v.,general
study,taalim háñsilgor,v.,general
study,for,v.,general
study,fonnáforá,n.,general
study,fonná,n.,general
study,dorása,n.,general
study,taalim,n.,general
study,lekáfora,n. Bangla.,general
stuff,jiníc,n.,general
stunned,taajuippa ham goijjé,v.,general
stunned,bari mari bihúñc goijjé,v.,general
stupid,hóraf,adj.,general
stupid,bekar,adj.,general
style,esthail,n.,general
sub,nisor,adj.,general
sub,tolor,adj.,general
subcontract,kontherék or bák,n.,general
subcontract,kontherék ór híssa,n.,general
subcontracted,kontherék or bák loiyé,v.,general
subcontracted,thékar bák loiyé,v.,general
subdued,sibi raikké,v.,general
subject,mouzú,n.,general
subject,cúru,n.,general
subject to,goráza,v.,general
subject to,luwaza,v.,general
subject to,manaza,v.,general
subjected,mojbur goijjé,v.,general
subjected,nicána banaiyé,v.,general
submission,háwalagoróon,n.,general
submission,gosái doon,n.,general
submission,zoma goraidoon,n.,general
submission,kobul goróon,n.,general
submission,toslim goróon,n.,general
submit,háwalagor,v.,general
submit,sámme zúko,n.,general
submit,gosáido,v.,general
submit,zomado,v.,general
submitted,toslim goijjé,v.,general
submitted,zoma goijjé,v.,general
submitted,kobul goijjé,v.,general
submitted,háwala goijjé,v.,general
subsequent,fore,adj.,general
subsequent,baade,adj.,general
subsequent,fore aiyérde,adj.,general
subsequent,sámme aiyérde,adj.,general
subsequent,forefore aiyérde,adj.,general
subsequent,fisór,adj.,general
subsequent,sámmor,adj.,general
subsequently,fore fore gorí,adv.,general
subsequently,ekkán baade ekkán gorí,adv.,general
substance,ciz,n.,general
substance,jiníc,n.,general
substance,mal,n.,general
substandard,thóka,adj.,general
substandard,thóha,adj.,general
substandard,nakés,adj.,general
substantial,kaafí,adj.,general
substantial,doró móro,adj.,general
substantially,doró móro gorí,adv.,general
substantially,kefáya gorí,adv.,general
substitute,bodola bodoli gor,n.,general
subtitle,gura thaithél,n.,general
subtitle,nisor lokób,n.,general
subtitle,gura lokób,n.,general
subtitle,nisor thaithél,n.,general
subtitle,torjuma,n.,general
subtracting,homai,adv.,general
subtracting,haçi,adv.,general
subtracting,baddi,adv.,general
subtracting,homgorí,adv.,general
subtracting,neelai,adv.,general
subtraction,neelai féloon,n.,general
success,kaamiyabi,n.,general
successful,kamiyab ola,adj.,general
successfully,kaamiyabir sáñte,adv.,general
such,endila,adv.,general
such as,zeén néki,phrase.,general
such as,zendila neki,phrase.,general
suddenly,atíkka,adv.,general
suddenly,acanok,adv.,general
suddenly,hóthat,adv.,general
suddenly,hóthat mazé,adv.,general
suddenly,asimbit,adv.,general
suddenly,ótnofai,adv.,general
suddenly,éhonnót,adv.,general
suffer,dukfar,v.,general
suffered,bordac goijjé,v.,general
suffered,duk faiyé,v.,general
suffered,zulúm faiyé,v.,general
suffering,zillot far,v.,general
suffering,duk far,v.,general
suffering,zillot,n.,general
suffering,duk,n.,general
suffice,kaafí,v.,general
sugar,siní,n.,general
sugarcane,kuiccól,n.,general
sugarcane,kuiccóil,n.,general
suggest,mocuwara do,v.,general
suggest,buddí do,v.,general
suggest,rai do,v.,general
suggested,mocuwara diya giyé,v.,general
suggesting,mocuwara der,v.,general
suggestion,mocuwara,n.,general
suicide,húdhúci,n.,general
suicide,nizore nize mariféloon,n.,general
suicide,forande,v.,general
suicide,nizor foran nize de,v.,general
suicide,nize fáñci há,v.,general
suit,súth cuth arde feén ekku rong or,n.,general
suitability,munaséf,n.,general
suitable,munaséf,adj.,general
suitable,cúuida,adj.,general
suitable,cúida,adj.,general
suite,hóthel or hamra,n.,general
suite,sáman,n.,general
suji sweet,súzi hálawa,n.,general
suji sweet,súji hálawa,n.,general
summarise,muktosor goré,v.,general
summarise,baiththá goré,v.,general
summarise,kúlasá goré,v.,general
summary,húlasa,n.,general
summary,kúlasá,n.,general
summary,muktosor,n.,general
summary,baiththá,n.,general
summary,muthmath,n.,general
summary,muth,n.,general
summary,mujemmel,n.,general
summary,talíka,n.,general
summer,goromhal,n.,general
summer,gorom moóusom,n.,general
sun,beil,n.,general
sun,cújjo,n.,general
sun at it’s zenith,beil thík óiye,v.,general
sun eclipse,beil oré gonná dóijje,v.,general
sun has sunk,beil dhufígiyói,v.,general
sun rises,beil uçé,v.,general
sun rising,beil uçér,v.,general
sun setting,beil góler,v.,general
sunflower,cújjofúl,n.,general
sunflower seed,cújjofúlor dana,n.,general
sunglasses,roidor cocmá,n.,general
sunlight,beil or foór,n.,general
sunrise,beiluçá,n.,general
sunrise,beil uçíle,adv.,general
sunscreen,beilor cocmá,n.,general
sunset,beil gólile,adv.,general
sunset,beilgóla,n.,general
superior,afzól,adj.,general
superior,momtáz,adj.,general
superior,behétor,adj.,general
superior,uñca,adj.,general
supermarket,borobazar,n.,general
superseded,bodoli diyé,v.,general
supervisor,suparvaizar,n.,general
supervisor,negarani goróya,n.,general
supervisor,sórforostí goróya,n.,general
supplement,ziyadá gorídiya,n.,general
supplement,bicí gorídiya,n.,general
supplemented,ziyadá gorídiyé,v.,general
supplemented,fura gorídiyé,v.,general
supplemented,bicí gorídiyé,v.,general
supplicate,fóriyat gor,v.,general
supplicate,dorhás gor,v.,general
supplicate,aros gor,v.,general
supplication,fóriyat,n.,general
supplication,dorhás,n.,general
supplied,mal foóñsáidiyé,v.,general
supplied,saplái goijjé,n.,general
supply,mal de,v.,general
supply,mal foóñsa,v.,general
supply,mal foóñsáide,v.,general
supply,mal diya,n.,general
supply,mal defeçá,v.,general
supply,de,v.,general
supply,mal loizai de,v.,general
supplying,mal der,v.,general
supplying,mal foóñsar,v.,general
supplying,mal foóñsáide,v.,general
supplying,der,v.,general
supplying,mal defeçár,v.,general
supplying,mal loizai der,v.,general
support,hémayot,v.,general
support,hémayot gor,v.,general
support,modot,n.,general
support,modot gor,v.,general
support,sáñt de,v.,general
support,tuaijjude,v.,general
support,tuwaijju de,v.,general
support group,hémayot or group,n.,general
supported,hémayot goijjé,v.,general
supported,modot goijjé,v.,general
supported,hémayot gorágiye,v.,general
supported,modot gorágiye,v.,general
supporter,hémayot goróya,n.,general
supporter,modot goróya,n.,general
supporting,hémayot gorér,v.,general
supporting,modot gorér,v.,general
supportive,hémayot gorérde éndila,adj.,general
supportive,modot gorérde éndila,adj.,general
suppose,manilodé,v.,general
suppose,essát ólla manilodé,v.,general
suppress,sibe,v.,general
suppress,dabe,v.,general
suppressing,siber,v.,general
suppressing,daber,v.,general
sure,fakka,adj.,general
sure,fakkafakki,adj.,general
sure,hámaká,adj.,general
sure,hámahá,adj.,general
sure,zorúrr,adj.,general
sure,ekini,adj.,general
sure,ekin or sáñte,adj.,general
sure,taákit,adj.,general
sure,becók,adj.,general
sure,akít,adj.,general
sure,niccót,adj.,general
surely,fakka gorí,adv.,general
surely,gomgóri,adv.,general
surely,ekingorí,adv.,general
surface,zobin,n.,general
surface,fúainna zaga,n.,general
surprise,taajub,adv.,general
surprise,ammúikka,adv.,general
surprized,taajub,adj.,general
surprized,ammúk,adj.,general
surrounding,atehañsé,n.,general
surrounding,ataraf,n.,general
surveillance,soñigorá,n.,general
surveillance,soikkal diya,n.,general
surveillance,negarani,n.,general
survey,tadarot gor,v.,general
survey,cekgor,v.,general
survey,cekgorí saá,v.,general
survey,sarvé,n.,general
surveyor,zobin mafoya,n.,general
surveyor,amin,n.,general
survival,zinda táká,n.,general
survival,basi táká,n.,general
survive,basitáko,v.,general
survived,zinda táikke,v.,general
survived,basi táikke,v.,general
survivor,basitákoya,v.,general
survivor,zinda tákoya,n.,general
survivor,fisé táaigiyóide íba,n.,general
suspect,cók,n.,general
suspect,cóndo,n.,general
suspect,cókgor,v.,general
suspected,cókgoijjé,v.,general
suspected,cókgorágiye,v.,general
suspicion,cók,n.,general
suspicion,cubá,n.,general
suspicion,bod gumani,n.,general
sustain,modot fa,v.,general
sustained,zari táikke,v.,general
sustainer,faloya,n.,general
sustaining,zari táker,v.,general
swan,boga,n.,general
swear,kosóm háa,v.,general
swearing,kosóm,n.,general
sweat,gám,n.,general
sweating,gám neeler,v.,general
sweating,gámar,v.,general
sweep,fúureh,v.,general
sweep,kuñsa,v.,general
sweep,jáñçu mar,v.,general
sweeper,kuñsoya,n.,general
sweet,miçá,adj. n.,general
sweet potato,lal alu,n.,general
sweet potato,miçá alu,n.,general
sweetened,miçádiya,adj.,general
sweeter,gorom bazu,n.,general
sweetness,miçá,n.,general
swell,fúl,n.,general
swelled,fúille,v.,general
swelling,fúler,v.,general
swim,áñsur,n.,general
swim,áñsuro,n.,general
swimming,áñsurer,v.,general
swine,cúor,n.,general
swine,cúwor,n.,general
swinging,dhúler,v.,general
switch,bodol,v.,general
switch,tobdil gor,v.,general
switch,swiíc,n.,general
swollen,fúilla,adj.,general
swollen,fúille,v.,general
sword,lamba súri,n.,general
sword,lamba doo,n.,general
syllabus,nisab,n.,general
syllabus,karikulam,n.,general
syllabus,kiki foráibóu kitab or liís,n.,general
symbolic,nicán óla,adj.,general
symbolic,alaamot ola,adj.,general
symptom,alaamot,n.,general
synagogue,yohúdir dórmohána,n.,general
synchronize,ekdhoilla goró,v.,general
syndicate,ekkudhoilla ageloiza,adj.,general
syndrome,síndhroum,n.,general
syndrome,kullé-alamot,n.,general
system,nezam,n.,general
system,sisthem,n.,general
systematic,nezami,adj.,general
systematic,sistemetík,adj.,general
systematic policy,nezámi polósi,phrase.,general
systemetically,sisthemétík gorí,adv.,general
systemetically,nezámor sáñte,adv.,general
tab,téb,n.,general
table,mes,n.,general
table,theból,n.,general
table,thebíl,n.,general
table tennis,theból thenís,n.,general
tabled,fissá gorágiye,v.,general
tabled,fissá loizagiyé,v.,general
tackle,hól gor,v.,general
tackled,hól goijjé,v.,general
tackled,hól gorágiye,v.,general
tactic,sail,n.,general
tag,hót,n.,general
tag,sinno,n.,general
tag,theg,n.,general
tail,les,n.,general
tailor,dorzi,n.,general
tailor,hoor síloya,n.,general
take,lo,v.,general
take,loiza,v.,general
take good care of yourself,nizoré nize bála kíyal rakó,v.,general
take steps,hodom ókkol lo,v.,general
take steps,kodom boçó,v.,general
taken,loifélaiye,v.,general
taken,luwagiyé,v.,general
taking,lor,v.,general
tale,dhandhari,n.,general
tale,banowothi kissá,n.,general
talk,hotáhoó,v.,general
talk,hotá,n.,general
talkative,hotábas,adj.,general
tall,lamba,adj.,general
tall,usol,adj.,general
tall,uthál,adj.,general
tall,lohór,adj.,general
tall,unca,adj.,general
tall,bulón,adj.,general
tamarind,tetói,n.,general
tamarind,tetóihóro,n.,general
tamed,banaya,adj.,general
tangerine,afándhi,n.,general
tangible,dórifaredé,adj.,general
tangible,áte dórifaredé,adj.,general
tank,thaingki,n.,general
tank,theéngari,n.,general
tape,theip,n.,general
tape,riíl,n.,general
target,monzil,n.,general
target,moksót,n.,general
target,thíkana,n.,general
target,nicán,n.,general
target,nicána,n.,general
target,tir nicán,n.,general
target,targéth,unknown,general
target,hádef,n.,general
target,goól,n.,general
targeted killing,thíki kotólgorá,n.,general
targeted killing,saái kotólgorá,n.,general
tarnish,zooñr,v.,general
tarnish,zooñr dóre,v.,general
task,ham,n.,general
task,zimma,n.,general
task,amól,n.,general
taskforce,háas ham or grúp,n.,general
taste,moza,n.,general
tasteful,mozaola,adj.,general
tastefully,mozagorí,adv.,general
tasteless,mozasára,adj.,general
tasteless,afaincá,adj.,general
tasteless,áfainca,adj.,general
tasteless,faincá,adj.,general
tasty,moza,adj.,general
taught,cíkaiyé,v.,general
taught,cíkagiyé,v.,general
taunt,técera,v.,general
taunting,técerar,v.,general
taxonomy,lofzórzák,n.,general
taxonomy,zák,n.,general
tea,saá,n.,general
tea plate,sáarfinic,n.,general
tea-cup,saár-fiala,n.,general
tea-cup,saár-kap,n.,general
teach,forá,v.,general
teach,cíkah,v.,general
teach,forái,v.,general
teach,cíkai,v.,general
teacher,masthor,n.,general
teacher,macthor,n.,general
teacher,ustat,n.,general
teacher,mackor,n.,general
teacher,moloi,n.,general
teaching,cíkardé,v.,general
teaching,cíkaar,v.,general
teal,háil cúrma róng,n.,general
team,thiím,n.,general
team,fúañti hamgoróya manúic,n.,general
team manager,thiím menéjar,n.,general
tear,fáçe,v.,general
tear,sugórfaní,n.,general
tear,añsú,n.,general
technical,theknikel,adj.,general
technique,thekník,n.,general
teenage,baicfon,n.,general
teenager,nojuan,n.,general
teenager,hoicca fua,n.,general
teenager,utháilla fua,n.,general
teenager,13-19 bosóijja fua,n.,general
teenager,horíssa fua,n.,general
teeth,dat ókkol,n.,general
telephone,telifún,n.,general
television,telivicén,n.,general
television,TV,n.,general
tell,hoó,v.,general
tell,hoóide,v.,general
tell,bataide,v.,general
tell,zanaide,v.,general
tell,hóborde,v.,general
tell,hókumde,v.,general
tell,bulide,v.,general
telling,hoór,v.,general
temperature,gorom,n.,general
template,nomuna,n.,general
template,thémpleith,n.,general
temple,mondir,n.,general
temple,híndur mondir,n.,general
temple,híndur fuñzagór,n.,general
temporary,tooitta,adv.,general
temporary,ekkenágorílla,adv.,general
temporary,muákkot,adv.,general
temporary,woktíhísafe,adj.,general
temporary,muággot,adv.,general
ten,doc,n.,general
ten million,ek-kurul,n.,general
ten million,kurul,n.,general
tenant,keriyadar,n.,general
tenant,keriyalooya,n.,general
tended,soñi goijjé,v.,general
tended,kíal goijjé,v.,general
tended,hédmot goijjé,v.,general
tended,dekbal goijjé,v.,general
tendon,théngor gus,n.,general
tennis,thenís,n.,general
tense,zobana,n.,general
tension,sinta,n.,general
tension,matáha,n.,general
tension,demakhá,n.,general
tension,matáthoi óiza,n.,general
tension,demak sorkiza,n.,general
tension,demak thaith,v.,general
tension,demak hóraf,v.,general
tension,thanhá,n.,general
tensions between communities,sómaji ókkol ór bútore thanathani,n.,general
tensions between communities,koum ókkol ór bútore thanathani,n.,general
tensions between communities,koum duwár apósot thanathani,n.,general
tent,thambu,n.,general
tent,kháima,n.,general
terabyte,therabaith,n.,general
terabyte,ek házar gegabaith ye ek therabaith,n.,general
term,muddot,n.,general
term,miyad,n.,general
term,thaim,n.,general
term,fonnár adá bosór,n.,general
term,cóme,n.,general
term,sóme,n.,general
term,corót,n.,general
term,teknikel waádh,n.,general
terminate,neelaide,v.,general
terms and conditions,niyom arde corót ókkol,phrase.,general
terrible,hótornak,adj.,general
terrible,ódor baára dhorlagedé,adj.,general
terrible,hóufóla,adj.,general
terrified,ebbre dhoraigiyói,v.,general
test,teés,n.,general
test,teésgor,v.,general
test,teésgorá,n.,general
test,zontrodi saá,v.,general
testing,teés gorér,v.,general
testis,boda,maincór,general
text,leká,n.,general
textbook,eskulor kitab,n.,general
textfield,lekíbórzaga,n.,general
than,áttu áro,conj.,general
thank,cúkuria gor,v.,general
thank,taarif gor,v.,general
thank you,cúkuria,phrase.,general
thank you,tuáñre cúkuria,phrase.,general
thanked,cúkuria goijjé,v.,general
thanks,cúkuria,n.,general
that,uiyán,pron.,general
that,uán,pron.,general
that,yían,conj.,general
that,dé,conj.,general
that,de,conj.,general
that,ziyán,conj.,general
that,kihoilé,conj.,general
that,bóuli,conj.,general
that,déki,conj.,general
that is another one,yággwa,pron.,general
that is another one,yá uggwa,pron.,general
that’s,yían óilde,v.,general
that’s,yían óiyedé,v.,general
thawb,kuruta,n.,general
the,wá,art.,general
the,án,art.,general
the,gán,art. sing.,general
the,gín,art. pl.,general
the,cwá,art. sing.,general
the,cún,art. pl.,general
the,mwá,art.,general
the,pwá,art.,general
the,sán,art.,general
the,lán,art.,general
the,gwá,art.,general
the,~wá,art.,general
the life of this world,duniyai yián ór háiyat,n.,general
the life of this world,duniyai yián ór zindigi,n.,general
the month of Rajab,Rojob or mac,n.,general
the one who makes excuses,baána douya,n.,general
the one who makes excuses,bahána douya,n.,general
the patient one,sobór goróya,n.,general
the whole descendent,zadthía,n.,general
their,tarár,pron.,general
their,itarár,pron.,general
their,ítarar,pron.,general
theirs,tarár,pron.,general
theirs,itarár,prep.,general
theirs,ítarar,pron.,general
theirs,tarár nizor,pron.,general
theirs,itarár nizor,pron.,general
theirs,ítarar nizor,pron.,general
theirself,tará nize,pron.,general
theirself,tará nizebaze,pron.,general
them,taráre,pron.,general
them,itaráre,pron.,general
them,ítarare,pron.,general
theme,daháibór torika,n.,general
theme,thiím,n.,general
themselves,taránize,pron.,general
then,tarfore,conj.,general
then,tói,conj.,general
therapy,elaj,n.,general
therapy,dabaigorá,n.,general
therapy,gomgorá,n.,general
therapy,siristá,n.,general
there,éçe,adv.,general
there is,asé,v.,general
therefore,ótolla,adv.,general
therefore,ótollabóuli,adv.,general
therein,éçe bútore,phrase.,general
thermos,felas,n.,general
these,iín,pron.,general
these,uún,pron.,general
these,itará,pron.,general
they,tará,pron.,general
they,itará,pron.,general
they,ítara,pron.,general
they have,tarártu,pron.,general
they have,itarartú,pron.,general
they have,ítarartú,pron.,general
thick,dhañço,adj.,general
thick,mutha,adj.,general
thief,sur,n.,general
thievery,suri,n.,general
thigh,ran,n.,general
thin,fatol,adj.,general
thin,fatola,adj.,general
thin,férferí,adj.,general
thin,leça,adj.,general
thing,ciz,n.,general
thing,jiníc,n.,general
thing,cis,n.,general
thing,sis,n.,general
thing,kessú,n.,general
things of no value or use,ábazabá,adj.,general
things of no value or use,ábizábi,adj.,general
think,báf,v.,general
think,báfo,v.,general
think,buzó,v.,general
think,tháaró,v.,general
think,fikír gor,v.,general
thinking,báfa,n.,general
thinking,fíkra,n.,general
thinking,cuc,n.,general
thinking of you,tuáñralla báfir,v. pl.,general
thinking of you,tuáñra’lla báfir,v. pl.,general
thinking of you,tuáñr la báfir,v. sg.,general
third,tesára,adj.,general
third,tin lombór,adj.,general
thirdly,tesára hísafe,adv.,general
thirds,tin borat or,adj.,general
thirsty,fanír tirác laiggéde,adj.,general
thirsty,tiráci,adj.,general
thirsty,tirác laiggéde,adj.,general
thirteen,teró,n.,general
thirty,tiríc,n.,general
this,yián,pron.,general
this,ibá,pron.,general
this is another one,yaggwá,pron.,general
this is another one,yaa uggwá,pron.,general
this is another one,íba aruggwá,pron.,general
this means,yaáni,adv.,general
this means,maáni,adv.,general
this morning,aijja beínna,adv. n.,general
thobe,kuruta,n.,general
thobe,zubba,n.,general
thobe,jubba,n.,general
thorn,keñça,n.,general
thorny,keñça ola,adj.,general
thorny,moinna ola,adj.,general
thorough,káamel,adj.,general
thorough,mukammel,adj.,general
thorough,tofsili,adj.,general
thoroughly,bálagorí,adv.,general
thoroughly,biskái,adv.,general
thoroughly,murhai,adv.,general
those,úun,pron.,general
those,uitará,pron.,general
those,ítara,pron.,general
those,íin,pron.,general
those,uiín,pron.,general
those,oumanúic,pron.,general
those who,zará,pron.,general
those who,zetará,pron.,general
those who,zuúné,pron.,general
those who,ziíné,pron.,general
though,óileyo,adv.,general
thought,kiyál,n.,general
thousand,házar,n.,general
thousand,ázar,n.,general
thread,añc,n.,general
threat,dómki,n.,general
threat,dómkidiya,n.,general
threat,hótara,n.,general
threaten,dómkide,v.,general
threatened,dómki diyé,v.,general
threatening,dómki der,v.,general
three,tin,n.,general
threw,mela maijjé,v.,general
throat,thuñçala,n.,general
throat,gola,n.,general
throat,golar fóñth,n.,general
throb,hañfa,n.,general
throb,hañfe,v.,general
throb,hañfo,v.,general
throb,hañfi,v.,general
through,duara,prep.,general
through,zoria,prep.,general
through,maiddóme,bgl,general
through,bútortu,prep.,general
through,torfóttu,prep.,general
throughout,ahéri foijjonto,adj.,general
throw,melámar,v.,general
throw,melá,n.,general
throwing,melá marer,v.,general
thrown,melá mara giyé,v.,general
thrust,théla,n.,general
thrust,zure théla,n.,general
thrust,zure thél,v.,general
thrust,sip,v.,general
thrust,théligólaide,v.,general
thumb,buijjá ouñl,n.,general
thumb,anguthá,n.,general
thumbnail,nok ór matá,n.,general
thumbnail,muktosor nicán,n.,general
thus,endila,adv.,general
thus,endila gorí,adv.,general
ticket,thikóth,n.,general
tie,ban,v.,general
tie,girá,n.,general
tie,golar thaai,n.,general
tied,bañdá,adj.,general
tied,baindá,adj.,general
tied,closed,adj.,general
tied up,bañdí raikké,v.,general
tiered,forol,v.,general
tiered,thala,v.,general
tiered,tobka,v.,general
tiered,forol forol goijjé,v.,general
tiger,bak,n.,general
tiger,bag,n.,general
tight,thaith,adj.,general
tight,bír,adj.,general
tighten,morá,v.,general
tighten,thaith gor,v.,general
tigress,baíggani,n.,general
tigress,baáni,n.,general
till,fojjonto,v.,general
till now,yaa fojjonto,v.,general
till now,aijfojjonto,v.,general
time,thaim,n.,general
time,woktó,n.,general
time,muddot,n.,general
time frame,thaim or hót,n.,general
timeline,thaim lain,n.,general
timely,thaim mozin,adv.,general
timesheet,tháimcíth,n.,general
timesheet,hamor thaim habos,n.,general
timestamp,thaim or moór,n.,general
timetable,thaim theból,n.,general
timetable,okat,n.,general
timetable,jádual,n.,general
timing,thaim or,phrase.,general
tin,foth,n.,general
tin,zermóni,n.,general
tingiling,besún,n.,general
tingiling,zinzina,n.,general
tinier,bicí cóñço,adj.,general
tiniest,ebbre cóñço,adj.,general
tiny,cóñço,adj.,general
tiny,bicí cóñço,adj.,general
tiny,ebbre cóñço,adj.,general
tips,nosíyot,n.,general
tire,hóran óiye,v.,general
tire,sakka,n.,general
tired,hónran óiye,adj.,general
tired,óran óiye,adj.,general
tired,hóran óiyede,adj.,general
tissue,gaar gusso,n.,general
tissue,gaar gusto,n.,general
tissue,norm fatol habos,n.,general
title,lokób,n.,general
title,thaithél,n.,general
title,kétab,n.,general
title,anuan,n.,general
title,jiníc ór nam,n.,general
to,ot,prep.,general
to,éçe,prep.,general
to,íkka,prep.,general
to,ollá,prep.,general
to,bellá,prep.,general
to,tóu,prep.,general
to accept,kobulgoríbellá,v.,general
to accept,mani loibellá,v.,general
to be,óibella,v.,general
to be able,fari bélla,v.,general
to do,gorí bélla,v.,general
to do,goittóu,phrase.,general
to ensure,ekin goráibella,v.,general
to ensure,pakka goráibella,v.,general
to ensure,hámaha óiballa,v.,general
to ensure,cúaróiballa,v.,general
to ensure,cúargoríbella,v.,general
to ensure,cúarólla,v.,general
to give birth,baicca dibelá,v.,general
to give birth,biai bélla,v.,general
to increase,baríbélla,v.,general
to let you know,tuáñre zanai bélla,v.,general
to live peacefully,cánti gorí tákibellá,phrase.,general
to live peacefully,etminan gorí tákibellá,phrase.,general
to live peacefully,amón gorí tákibellá,phrase.,general
to make easy,asán goríbélla,v.,general
to overtake,age neelíbélla,v.,general
to prevent harm,nuksan oré rukíbélla,phrase.,general
to prevent harm,nuksan rukíbélla,phrase.,general
to raise,tulíbélla,v.,general
to set,séth goríbélla,v.,general
to understand,buzíbélla,v.,general
to understand,buzíte,v.,general
to whom it may concern,zar loi taaluk óitfare,phrase.,general
to you,tuáñre,pron.,general
to you,tuáñr éçe,phrase.,general
to you,tuáñr íkka,phrase.,general
to you,tuáñráre,pron.,general
toast,séikka ruthu,n.,general
toast,séikka ruthi háiththa,n.,general
toaster,tousthar,n.,general
toaster,ruthi furatdooni,n.,general
tobacco,cuñça fata,n.,general
tobacco,cuñça háde fata,n.,general
tobacco,háda,n.,general
tobacco,áda,n.,general
today,aijja,n.,general
toe,théng or ouñl,n.,general
together,fuañti,adv.,general
together,miliyóre,adv.,general
together,lootalak,adv.,general
toilet,thaththi,n.,general
toilet,fecák hána,n.,general
toilet,fahénar zaga,n.,general
toilet,fahéna hána,n.,general
toilet,faní hóssa goríbar zaga,n.,general
toiletry,gusól hánar jiníc,n.,general
toiletry,gaa sábgoredé jiníc,n.,general
toiletry,gaasófaiyi jiníc,n.,general
told,hoiyé,v.,general
told,huwágiyé,v.,general
tolerance,boddac,n.,general
tolerate,boddacgor,v.,general
toll,gáñth fan,n.,general
toll,gáñth far,n.,general
tomato,thaiyon,n.,general
tomato,hóro thaiyon,n.,general
tomorrow,hailla,n.,general
tomorrow,aiyérde hailla,n,general
tongue,zir,n.,general
tonight,aijja raitta,n. adv.,general
tonsil,tonsel,n.,general
tonsil,tonsil,n.,general
too,bicí,adv.,general
too,bohóut,adv.,general
too,yó,adv.,general
too much,bouhóut,adj.,general
too much,bicí,adv.,general
too much,oti,adv.,general
too much,ódor baára,adv.,general
took,loiyé,v.,general
tool,hamor sáman,n.,general
tool,uzár sáman,n.,general
toolkit,sámanorfethi,n.,general
tooth,dat,n.,general
toothbrush,dator brac,n.,general
toothbrush,dat dholede burus,n.,general
toothbrush,dat dholoni burus,n.,general
toothpaste,dat dholoni dabai,n.,general
top,uore,prep.,general
top,beggún ór uore,adj.,general
top,láçung,n.,general
top of head,matár tuli,n.,general
top of head,talu,n.,general
topic,mouzú,n.,general
tops,matá ókkol,n.,general
torching,ooin zolaidoon,n.,general
torment,azab,n.,general
torment,duk,n.,general
torment,fiça,n.,general
torment,séta,n.,general
torn,fáça,adj.,general
torso,madala,n.,general
torture,toziya,n.,general
torture,azab,n.,general
torture,tokolif,n.,general
torture,zulúm,n.,general
torture,maradóra,n.,general
torture,zalafura,n.,general
torture,oittosar,n.,general
tortured,toziyadiyé,v.,general
tortured,azab diyé,v.,general
tortured,tokolif diyé,v.,general
tortured,zulúm goijjé,v.,general
tortured,maradóra goijjé,v.,general
total,muth,n.,general
total,kullé,n.,general
total,mujmá,n.,general
total,beggúne,n.,general
totality,furafuri,adj.,general
touch,súu,v.,general
touch,súwa,n.,general
touch,baz,v.,general
touch,bazá,n.,general
toward,íkka,prep.,general
towel,toóila,n.,general
tower,thawar,n.,general
tower,minaara,n.,general
tower,minaar,n.,general
town,thoón,n.,general
town,cóor,n.,general
trachea,noroli,n.,general
track,rasta,n.,general
track,lain,n.,general
tracking,foóñsa,n.,general
trade,tejaarot,n.,general
trade,códori,n.,general
